SPECTRUM - MS	
nESI_cells biocond sample 1.raw	
FTMS + p NSI Full ms [50.00-1000.00]	
Scan #: 12-49	
RT: 0.11-0.25	
AV: 38	
Data points: 115829	
Mass	Intensity
50.322428	0
50.322505	0
50.322581	0
50.322657	332.763562
50.322734	539.162686
50.32281	626.903551
50.322886	534.838714
50.322963	323.118552
50.323039	5.339724
50.323115	0
50.323192	0
50.323268	0
50.323344	0
50.342134	0
50.342211	0
50.342287	0
50.342363	0
50.34244	471.890923
50.342516	566.811999
50.342593	574.118804
50.342669	486.047217
50.342745	341.379517
50.342822	5.660402
50.342898	0
50.342975	0
50.343051	0
50.343127	0
50.375385	0
50.375462	0
50.375538	0
50.375615	0
50.375691	311.222625
50.375768	462.451806
50.375844	530.747529
50.375921	464.27163
50.375997	649.186919
50.376074	496.797261
50.37615	541.093275
50.376227	484.098505
50.376303	358.833551
50.37638	5.97091
50.376456	0
50.376533	0
50.376609	0
50.376686	0
50.384717	0
50.384794	0
50.38487	0
50.384947	0
50.385023	240.878354
50.3851	453.405855
50.385176	549.010203
50.385253	466.207544
50.385329	278.445036
50.385406	2.483509
50.385482	0
50.385559	0
50.385635	0
50.385712	0
50.401704	0
50.401781	0
50.401857	0
50.401934	0
50.40201	277.128514
50.402087	406.691523
50.402163	487.803798
50.40224	475.037423
50.402316	365.519337
50.402393	6.098702
50.402469	0
50.402546	0
50.402623	0
50.402699	0
50.458083	0
50.45816	0
50.458236	0
50.458313	0
50.45839	284.123281
50.458466	489.517566
50.458543	575.757915
50.45862	487.786315
50.458696	293.102042
50.458773	10.068634
50.45885	0
50.458926	0
50.459003	0
50.45908	0
50.461687	0
50.461763	0
50.46184	0
50.461917	0
50.461993	278.916896
50.46207	421.828604
50.462147	471.358904
50.462223	403.973788
50.4623	270.932248
50.462377	4.536615
50.462453	0
50.46253	0
50.462607	0
50.462683	0
50.463373	0
50.46345	0
50.463527	0
50.463603	0
50.46368	309.152346
50.463757	521.648274
50.463833	690.063018
50.46391	664.49303
50.463987	434.987598
50.464064	4.675566
50.46414	0
50.464217	0
50.464294	0
50.46437	0
50.480707	0
50.480784	0
50.480861	0
50.480937	0
50.481014	359.022216
50.481091	533.711695
50.481167	588.124478
50.481244	483.33794
50.481321	291.338115
50.481398	3.80394
50.481474	0
50.481551	0
50.481628	0
50.481704	0
50.493752	0
50.493828	0
50.493905	0
50.493982	0
50.494059	369.348971
50.494135	534.406191
50.494212	590.370067
50.494289	503.645442
50.494366	328.46729
50.494442	5.51674
50.494519	0
50.494596	0
50.494673	0
50.494749	0
50.588437	0
50.588514	0
50.588591	0
50.588668	0
50.588745	339.23531
50.588822	476.138721
50.588899	526.672417
50.588976	461.42841
50.589053	311.792936
50.58913	5.280954
50.589207	0
50.589284	0
50.589361	0
50.589438	0
50.615077	0
50.615154	0
50.615231	0
50.615308	0
50.615385	266.33157
50.615462	478.925038
50.615539	604.845925
50.615616	570.922253
50.615693	404.789435
50.615771	6.879307
50.615848	0
50.615925	0
50.616002	0
50.616079	0
50.618775	0
50.618852	0
50.618929	0
50.619006	0
50.619083	298.541415
50.61916	474.916432
50.619237	555.529911
50.619314	504.328508
50.619391	360.328111
50.619468	6.127141
50.619545	0
50.619622	0
50.619699	0
50.619776	0
50.62409	0
50.624167	0
50.624244	0
50.624321	0
50.624399	235.661017
50.624476	415.3898
50.624553	525.035451
50.62463	499.783085
50.624707	359.251701
50.624784	6.112464
50.624861	0
50.624938	0
50.625015	0
50.625092	0
50.654151	0
50.654228	0
50.654305	0
50.654383	0
50.65446	419.920094
50.654537	584.358969
50.654614	630.296813
50.654691	511.561028
50.654768	288.781789
50.654845	4.902923
50.654922	0
50.654999	0
50.655077	0
50.655154	0
50.682155	0
50.682232	0
50.682309	0
50.682386	0
50.682464	366.542533
50.682541	518.906955
50.682618	567.538447
50.682695	482.937424
50.682772	309.728626
50.68285	5.284976
50.682927	0
50.683004	0
50.683081	0
50.683158	0
50.70771	0
50.707788	0
50.707865	0
50.707942	0
50.708019	345.656709
50.708096	505.974854
50.708174	592.254746
50.708251	535.033729
50.708328	354.454644
50.708405	6.067645
50.708483	0
50.70856	0
50.708637	0
50.708714	0
50.775669	0
50.775746	0
50.775824	0
50.775901	0
50.775978	336.192974
50.776056	520.542898
50.776133	614.555549
50.77621	579.586755
50.776288	441.750906
50.776365	25.718954
50.776443	0
50.77652	0
50.776597	0
50.776675	0
50.776752	416.313095
50.77683	530.717498
50.776907	534.214801
50.776984	439.122505
50.777062	302.622736
50.777139	7.606887
50.777217	0
50.777294	0
50.777371	0
50.777449	0
50.821205	0
50.821283	0
50.82136	0
50.821438	0
50.821515	237.134929
50.821593	418.889442
50.82167	573.341183
50.821748	599.81129
50.821825	471.10194
50.821903	261.6968
50.82198	6.797646
50.822058	0
50.822135	0
50.822213	0
50.82229	0
50.86176	0
50.861837	0
50.861915	0
50.861992	0
50.86207	370.759111
50.862147	534.971314
50.862225	562.723975
50.862303	446.428348
50.86238	276.111889
50.862458	5.749778
50.862535	0
50.862613	0
50.862691	0
50.862768	0
50.879842	0
50.87992	0
50.879998	0
50.880075	0
50.880153	357.567311
50.88023	518.776558
50.880308	571.273976
50.880386	484.052717
50.880463	304.385301
50.880541	8.068671
50.880619	0
50.880696	0
50.880774	0
50.880852	0
50.905547	0
50.905625	0
50.905703	0
50.90578	0
50.905858	284.574422
50.905936	433.596833
50.906014	547.114927
50.906091	547.181952
50.906169	424.916372
50.906247	14.435638
50.906324	0
50.906402	0
50.90648	0
50.906557	0
50.911141	0
50.911219	0
50.911297	0
50.911374	0
50.911452	298.659605
50.91153	468.084963
50.911608	532.897477
50.911685	448.257085
50.911763	265.56868
50.911841	8.985449
50.911918	0
50.911996	0
50.912074	0
50.912152	0
50.913628	0
50.913706	0
50.913783	0
50.913861	0
50.913939	320.383781
50.914016	578.06475
50.914094	704.950778
50.914172	619.130736
50.91425	382.14935
50.914327	9.54978
50.914405	0
50.914483	0
50.91456	0
50.914638	0
50.926296	0
50.926374	0
50.926452	0
50.92653	0
50.926607	262.013298
50.926685	452.525092
50.926763	542.530011
50.926841	487.843604
50.926918	335.164508
50.926996	19.745231
50.927074	0
50.927152	0
50.927229	0
50.927307	0
50.929717	0
50.929795	0
50.929872	0
50.92995	0
50.930028	392.49374
50.930106	550.425153
50.930183	591.721449
50.930261	500.184508
50.930339	330.722116
50.930417	12.363289
50.930494	0
50.930572	0
50.93065	0
50.930728	0
50.949703	0
50.949781	0
50.949859	0
50.949936	0
50.950014	252.119907
50.950092	406.72762
50.95017	481.155906
50.950248	405.105818
50.950325	217.187081
50.950403	7.227183
50.950481	0
50.950559	0
50.950636	0
50.950714	0
50.970868	0
50.970946	0
50.971024	0
50.971102	0
50.97118	363.853699
50.971257	518.32068
50.971335	544.363154
50.971413	434.690253
50.971491	265.542702
50.971569	6.55887
50.971647	0
50.971724	0
50.971802	0
50.97188	0
51.05808	0
51.058158	0
51.058237	0
51.058315	0
51.058393	307.764017
51.058471	593.070578
51.058549	789.395087
51.058627	773.558692
51.058705	572.202511
51.058783	353.952837
51.058861	10.71787
51.058939	0
51.059017	0
51.059095	0
51.059173	0
51.063544	0
51.063622	0
51.0637	0
51.063778	0
51.063856	425.687001
51.063934	545.002816
51.064012	566.997154
51.06409	478.557293
51.064168	310.237689
51.064246	12.20072
51.064324	0
51.064402	0
51.06448	0
51.064558	0
51.109624	0
51.109702	0
51.109781	0
51.109859	0
51.109937	263.276502
51.110015	434.016744
51.110093	537.143045
51.110171	520.576767
51.11025	396.723023
51.110328	12.876463
51.110406	0
51.110484	0
51.110562	0
51.11064	0
51.127605	0
51.127683	0
51.127761	0
51.127839	0
51.127918	288.00539
51.127996	550.814714
51.128074	713.884381
51.128152	659.531779
51.12823	426.338185
51.128309	31.135307
51.128387	0
51.128465	0
51.128543	0
51.128621	0
51.133314	0
51.133392	0
51.13347	0
51.133548	0
51.133627	276.311413
51.133705	482.931348
51.133783	578.943836
51.133861	498.331272
51.133939	299.905579
51.134018	10.316774
51.134096	0
51.134174	0
51.134252	0
51.13433	0
51.140666	0
51.140744	0
51.140823	0
51.140901	0
51.140979	376.439665
51.141057	488.027404
51.141136	533.364834
51.141214	486.071526
51.141292	348.569666
51.14137	19.343741
51.141449	0
51.141527	0
51.141605	0
51.141683	0
51.186381	0
51.18646	0
51.186538	0
51.186616	0
51.186695	296.405711
51.186773	465.829851
51.186851	549.416907
51.18693	499.536252
51.187008	352.581678
51.187086	11.751878
51.187165	0
51.187243	0
51.187321	0
51.1874	0
51.203149	0
51.203227	0
51.203305	0
51.203384	0
51.203462	278.115056
51.20354	450.320494
51.203619	533.268883
51.203697	477.682061
51.203776	316.243284
51.203854	14.269555
51.203932	0
51.204011	0
51.204089	0
51.204167	0
51.221806	0
51.221884	0
51.221963	0
51.222041	0
51.22212	322.3378
51.222198	502.067676
51.222276	574.912346
51.222355	521.26309
51.222433	387.31333
51.222512	34.764217
51.22259	0
51.222668	0
51.222747	0
51.222825	0
51.245024	0
51.245103	0
51.245181	0
51.24526	0
51.245338	321.491582
51.245416	474.174295
51.245495	520.350005
51.245573	441.30233
51.245652	288.76139
51.24573	8.371615
51.245809	0
51.245887	0
51.245966	0
51.246044	0
51.2692	0
51.269279	0
51.269357	0
51.269436	0
51.269514	407.637019
51.269593	580.275788
51.269672	595.540174
51.26975	460.564089
51.269829	288.878584
51.269907	11.15324
51.269986	0
51.270064	0
51.270143	0
51.270221	0
51.28263	0
51.282709	0
51.282787	0
51.282866	0
51.282945	381.662549
51.283023	557.141014
51.283102	625.515735
51.28318	545.885929
51.283259	360.448703
51.283337	16.148823
51.283416	0
51.283494	0
51.283573	0
51.283652	0
51.294651	0
51.29473	0
51.294808	0
51.294887	0
51.294965	274.3019
51.295044	432.238156
51.295123	533.384547
51.295201	516.534409
51.29528	379.856992
51.295358	12.69803
51.295437	0
51.295515	0
51.295594	0
51.295673	0
51.29748	0
51.297559	0
51.297637	0
51.297716	0
51.297794	320.007837
51.297873	544.292952
51.297952	641.895966
51.29803	550.544684
51.298109	335.267947
51.298187	28.10681
51.298266	0
51.298345	0
51.298423	0
51.298502	0
51.375921	0
51.376	0
51.376079	0
51.376158	0
51.376236	354.245572
51.376315	557.501784
51.376394	629.63065
51.376473	523.325844
51.376551	306.129645
51.37663	25.31075
51.376709	0
51.376788	0
51.376866	0
51.376945	0
51.399875	0
51.399954	0
51.400033	0
51.400111	0
51.40019	313.331156
51.400269	482.590356
51.400348	556.545289
51.400427	489.615569
51.400505	316.242984
51.400584	30.835041
51.400663	0
51.400742	0
51.400821	0
51.4009	0
51.409256	0
51.409335	0
51.409414	0
51.409493	0
51.409571	425.759668
51.40965	625.044892
51.409729	686.213468
51.409808	585.00179
51.409887	380.500156
51.409966	21.600538
51.410045	0
51.410123	0
51.410202	0
51.410281	0
51.416195	0
51.416274	0
51.416353	0
51.416432	0
51.416511	329.952014
51.416589	521.186807
51.416668	615.579473
51.416747	552.143333
51.416826	384.256642
51.416905	16.774551
51.416984	0
51.417063	0
51.417141	0
51.41722	0
51.457227	0
51.457306	0
51.457385	0
51.457464	0
51.457543	255.585815
51.457622	443.477279
51.457701	569.037582
51.45778	557.101002
51.457858	417.829782
51.457937	241.937202
51.458016	13.659599
51.458095	0
51.458174	0
51.458253	0
51.458332	0
51.467571	0
51.46765	0
51.467729	0
51.467808	0
51.467887	338.667217
51.467966	542.708086
51.468045	658.435933
51.468124	600.776042
51.468203	397.256855
51.468282	15.877044
51.468361	0
51.46844	0
51.468519	0
51.468598	0
51.502023	0
51.502102	0
51.502181	0
51.50226	0
51.502339	240.363923
51.502419	425.267487
51.502498	535.819193
51.502577	519.703311
51.502656	393.231197
51.502735	13.569299
51.502814	0
51.502893	0
51.502972	0
51.503051	0
51.508823	0
51.508902	0
51.508981	0
51.50906	0
51.509139	300.793892
51.509218	518.381983
51.509297	631.365516
51.509376	585.009248
51.509455	420.482078
51.509535	242.04944
51.509614	11.357477
51.509693	0
51.509772	0
51.509851	0
51.50993	0
51.53469	0
51.534769	0
51.534848	0
51.534927	0
51.535006	329.656668
51.535085	493.278328
51.535164	567.679306
51.535244	488.933591
51.535323	292.890178
51.535402	20.32278
51.535481	0
51.53556	0
51.535639	0
51.535718	0
51.540783	0
51.540863	0
51.540942	0
51.541021	0
51.5411	333.432857
51.541179	550.186246
51.541258	684.97479
51.541337	659.750004
51.541417	491.452813
51.541496	274.968933
51.541575	9.947094
51.541654	0
51.541733	0
51.541812	0
51.541891	0
51.557408	0
51.557487	0
51.557567	0
51.557646	0
51.557725	255.091691
51.557804	450.895054
51.557883	575.281524
51.557963	534.276816
51.558042	349.76237
51.558121	20.088024
51.5582	0
51.558279	0
51.558358	0
51.558438	0
51.564298	0
51.564377	0
51.564456	0
51.564536	0
51.564615	316.231478
51.564694	500.942942
51.564773	593.743676
51.564852	537.280901
51.564932	367.36178
51.565011	13.51234
51.56509	0
51.565169	0
51.565248	0
51.565328	0
51.577131	0
51.57721	0
51.577289	0
51.577369	0
51.577448	363.727554
51.577527	552.833846
51.577606	622.501846
51.577686	537.524586
51.577765	352.137768
51.577844	13.299548
51.577923	0
51.578003	0
51.578082	0
51.578161	0
51.581489	0
51.581568	0
51.581647	0
51.581727	0
51.581806	301.140703
51.581885	471.837279
51.581964	555.924669
51.582044	482.021527
51.582123	283.807991
51.582202	14.683272
51.582281	0
51.582361	0
51.58244	0
51.582519	0
51.60519	0
51.605269	0
51.605349	0
51.605428	0
51.605507	356.344214
51.605587	549.283544
51.605666	626.573137
51.605745	537.884939
51.605824	332.648829
51.605904	13.819863
51.605983	0
51.606062	0
51.606142	0
51.606221	0
51.613517	0
51.613596	0
51.613676	0
51.613755	0
51.613834	268.074987
51.613914	479.992841
51.613993	573.689403
51.614072	499.024246
51.614152	321.383717
51.614231	12.976541
51.61431	0
51.61439	0
51.614469	0
51.614548	0
51.626845	0
51.626924	0
51.627003	0
51.627083	0
51.627162	276.613329
51.627241	550.114262
51.627321	816.015733
51.6274	854.74225
51.627479	590.289597
51.627559	320.471212
51.627638	17.965985
51.627717	0
51.627797	0
51.627876	0
51.627955	0
51.638986	0
51.639066	0
51.639145	0
51.639225	0
51.639304	352.685418
51.639383	521.032689
51.639463	599.107967
51.639542	543.345108
51.639621	380.107754
51.639701	14.722275
51.63978	0
51.63986	0
51.639939	0
51.640018	0
51.644146	0
51.644225	0
51.644305	0
51.644384	0
51.644464	186.502738
51.644543	420.783492
51.644622	660.767397
51.644702	765.71523
51.644781	663.811649
51.644861	421.804974
51.64494	180.783097
51.645019	8.356494
51.645099	0
51.645178	0
51.645258	0
51.645337	0
51.651689	0
51.651768	0
51.651847	0
51.651927	0
51.652006	361.833293
51.652086	506.860485
51.652165	536.113153
51.652244	440.47727
51.652324	289.002601
51.652403	20.130634
51.652483	0
51.652562	0
51.652641	0
51.652721	0
51.704532	0
51.704611	0
51.704691	0
51.70477	0
51.70485	330.479931
51.704929	539.809338
51.705009	632.608692
51.705088	564.366068
51.705168	390.522446
51.705247	18.968937
51.705327	0
51.705406	0
51.705486	0
51.705566	0
51.732854	0
51.732934	0
51.733013	0
51.733093	0
51.733172	403.949146
51.733252	568.25532
51.733332	569.376739
51.733411	441.724683
51.733491	293.513324
51.73357	21.554208
51.73365	0
51.733729	0
51.733809	0
51.733889	0
51.740814	0
51.740893	0
51.740973	0
51.741053	0
51.741132	356.706342
51.741212	501.022149
51.741292	544.256347
51.741371	481.764054
51.741451	352.138606
51.74153	15.500378
51.74161	0
51.74169	0
51.741769	0
51.741849	0
51.774903	0
51.774983	0
51.775062	0
51.775142	0
51.775222	271.938993
51.775301	483.834234
51.775381	590.402828
51.775461	523.815459
51.77554	348.331912
51.77562	13.77942
51.7757	0
51.77578	0
51.775859	0
51.775939	0
51.776337	0
51.776417	0
51.776497	0
51.776576	0
51.776656	316.307151
51.776736	476.397837
51.776815	532.091356
51.776895	445.67389
51.776975	261.571463
51.777055	15.153692
51.777134	0
51.777214	0
51.777294	0
51.777373	0
51.822589	0
51.822668	0
51.822748	0
51.822828	0
51.822908	310.80183
51.822988	474.451525
51.823067	544.448265
51.823147	489.932495
51.823227	347.9088
51.823307	18.304404
51.823387	0
51.823466	0
51.823546	0
51.823626	0
51.823865	0
51.823945	0
51.824025	0
51.824105	0
51.824185	289.174986
51.824264	423.719791
51.824344	485.65413
51.824424	444.448047
51.824504	312.359301
51.824584	13.819968
51.824663	0
51.824743	0
51.824823	0
51.824903	0
51.835758	0
51.835837	0
51.835917	0
51.835997	0
51.836077	338.294085
51.836157	499.672419
51.836237	567.140922
51.836316	508.70661
51.836396	354.916506
51.836476	15.25591
51.836556	0
51.836636	0
51.836715	0
51.836795	0
51.901118	0
51.901198	0
51.901278	0
51.901358	0
51.901438	467.907833
51.901518	649.059675
51.901598	680.478245
51.901678	575.43252
51.901758	407.66871
51.901838	19.867672
51.901918	0
51.901998	0
51.902078	0
51.902158	0
51.939049	0
51.939129	0
51.939209	0
51.939289	0
51.939369	346.568218
51.939449	542.551661
51.939529	595.915639
51.939609	463.459668
51.939689	225.471671
51.939769	11.810772
51.939849	0
51.939929	0
51.940009	0
51.940089	0
51.994258	0
51.994338	0
51.994418	0
51.994499	0
51.994579	279.759343
51.994659	470.153228
51.994739	549.14317
51.994819	482.61236
51.9949	326.585822
51.99498	26.367602
51.99506	0
51.99514	0
51.99522	0
51.995301	0
52.003642	0
52.003722	0
52.003802	0
52.003883	0
52.003963	288.069819
52.004043	457.866245
52.004123	537.206616
52.004203	450.730573
52.004284	241.451046
52.004364	12.382489
52.004444	0
52.004524	0
52.004605	0
52.004685	0
52.009338	0
52.009418	0
52.009498	0
52.009578	0
52.009659	288.251547
52.009739	471.796673
52.009819	553.442419
52.009899	496.658681
52.00998	338.844556
52.01006	19.560363
52.01014	0
52.01022	0
52.0103	0
52.010381	0
52.04297	0
52.04305	0
52.04313	0
52.043211	0
52.043291	257.80637
52.043371	437.522235
52.043452	520.203798
52.043532	470.250368
52.043612	328.104004
52.043693	25.119233
52.043773	0
52.043853	0
52.043933	0
52.044014	0
52.062168	0
52.062249	0
52.062329	0
52.062409	0
52.06249	329.109145
52.06257	540.685809
52.06265	623.775852
52.062731	535.139186
52.062811	339.99951
52.062892	22.510955
52.062972	0
52.063052	0
52.063133	0
52.063213	0
52.083066	0
52.083146	0
52.083227	0
52.083307	0
52.083387	299.671026
52.083468	457.330399
52.083548	525.509059
52.083629	466.13977
52.083709	308.613647
52.083789	18.958925
52.08387	0
52.08395	0
52.084031	0
52.084111	0
52.104539	0
52.10462	0
52.1047	0
52.10478	0
52.104861	245.334799
52.104941	429.806595
52.105022	523.833076
52.105102	467.784636
52.105183	298.055047
52.105263	19.763744
52.105344	0
52.105424	0
52.105505	0
52.105585	0
52.19363	0
52.19371	0
52.193791	0
52.193872	0
52.193952	252.403233
52.194033	402.80269
52.194114	462.448447
52.194194	406.15475
52.194275	274.051136
52.194356	13.718271
52.194436	0
52.194517	0
52.194598	0
52.194678	0
52.204843	0
52.204923	0
52.205004	0
52.205085	0
52.205165	288.448079
52.205246	414.69264
52.205327	466.432709
52.205407	432.064054
52.205488	329.649502
52.205569	16.746642
52.20565	0
52.20573	0
52.205811	0
52.205892	0
52.225826	0
52.225907	0
52.225988	0
52.226068	0
52.226149	317.522326
52.22623	559.15722
52.226311	722.794854
52.226391	713.611078
52.226472	542.628394
52.226553	316.965366
52.226633	22.958713
52.226714	0
52.226795	0
52.226876	0
52.226956	0
52.276723	0
52.276804	0
52.276885	0
52.276966	0
52.277047	273.568988
52.277128	457.859006
52.277208	543.278233
52.277289	484.162956
52.27737	325.732891
52.277451	18.921279
52.277532	0
52.277613	0
52.277693	0
52.277774	0
52.291036	0
52.291117	0
52.291198	0
52.291279	0
52.29136	247.173543
52.291441	424.205229
52.291522	510.490276
52.291603	467.694672
52.291683	333.813301
52.291764	17.117728
52.291845	0
52.291926	0
52.292007	0
52.292088	0
52.311586	0
52.311667	0
52.311748	0
52.311829	0
52.31191	264.725461
52.311991	448.603955
52.312072	527.337183
52.312153	444.714974
52.312234	270.273061
52.312315	15.58216
52.312396	0
52.312476	0
52.312557	0
52.312638	0
52.319923	0
52.320004	0
52.320085	0
52.320166	0
52.320247	251.059655
52.320328	473.51788
52.320409	595.651094
52.32049	544.749964
52.320571	368.898202
52.320651	18.927596
52.320732	0
52.320813	0
52.320894	0
52.320975	0
52.329962	0
52.330043	0
52.330124	0
52.330205	0
52.330286	324.591896
52.330367	474.228869
52.330448	516.159002
52.330529	433.85196
52.33061	278.063559
52.330691	14.996463
52.330772	0
52.330853	0
52.330934	0
52.331015	0
52.341624	0
52.341705	0
52.341786	0
52.341867	0
52.341948	309.099809
52.342029	527.711247
52.34211	648.3091
52.342191	611.64193
52.342272	451.334819
52.342353	28.65776
52.342434	0
52.342515	0
52.342596	0
52.342677	0
52.353614	0
52.353695	0
52.353776	0
52.353857	0
52.353938	428.529696
52.354019	588.443386
52.3541	634.077903
52.354181	547.991025
52.354262	372.269966
52.354343	20.330365
52.354424	0
52.354505	0
52.354586	0
52.354667	0
52.36034	0
52.360421	0
52.360502	0
52.360583	0
52.360664	412.702272
52.360745	606.288818
52.360826	633.305828
52.360907	501.44316
52.360988	298.962174
52.361069	16.93853
52.36115	0
52.361231	0
52.361312	0
52.361393	0
52.408431	0
52.408512	0
52.408593	0
52.408674	0
52.408755	273.255126
52.408836	460.36848
52.408918	544.290277
52.408999	481.028907
52.40908	317.16702
52.409161	18.468248
52.409242	0
52.409323	0
52.409404	0
52.409486	0
52.434166	0
52.434247	0
52.434328	0
52.43441	0
52.434491	390.944862
52.434572	549.524919
52.434653	601.289384
52.434734	539.427463
52.434816	396.255543
52.434897	23.358632
52.434978	0
52.435059	0
52.43514	0
52.435222	0
52.437821	0
52.437902	0
52.437983	0
52.438064	0
52.438146	306.252514
52.438227	481.54411
52.438308	584.780811
52.438389	568.74949
52.43847	439.37439
52.438552	31.064285
52.438633	0
52.438714	0
52.438795	0
52.438877	0
52.479675	0
52.479756	0
52.479838	0
52.479919	0
52.48	349.781147
52.480082	520.835758
52.480163	591.663472
52.480244	520.609288
52.480326	343.865186
52.480407	19.331409
52.480488	0
52.48057	0
52.480651	0
52.480732	0
52.495048	0
52.495129	0
52.495211	0
52.495292	0
52.495373	377.926711
52.495455	571.73554
52.495536	605.72614
52.495617	468.550508
52.495699	258.022801
52.49578	16.058178
52.495861	0
52.495943	0
52.496024	0
52.496105	0
52.499523	0
52.499604	0
52.499685	0
52.499767	0
52.499848	264.132252
52.499929	491.646804
52.500011	642.192478
52.500092	622.001637
52.500174	446.271416
52.500255	40.130168
52.500336	0
52.500418	0
52.500499	0
52.50058	0
52.50587	0
52.505951	0
52.506032	0
52.506114	0
52.506195	422.904995
52.506277	606.186631
52.506358	666.867401
52.506439	564.88674
52.506521	343.010777
52.506602	19.502797
52.506684	0
52.506765	0
52.506846	0
52.506928	0
52.580494	0
52.580575	0
52.580657	0
52.580738	0
52.58082	249.254666
52.580901	398.612643
52.580983	460.53693
52.581064	404.104815
52.581146	270.711451
52.581227	16.648912
52.581309	0
